year,age,f
1964,10,0.0029048944592621
1965,10,0.00709266994460051
1966,10,0.00820052580065695
1967,10,0.00694095008520352
1968,10,0.0105185795189138
1969,10,0.0095168784357443
1970,10,0.0081010106833276
1971,10,0.0164561252364813
1972,10,0.0162609553924714
1973,10,0.0107597368889022
1974,10,0.0138838136478683
1975,10,0.00847000124183271
1976,10,0.0143181581988612
1977,10,0.00478952840960032
1978,10,0.0056258595565528
1979,10,0.0112286707073655
1980,10,0.0130554975574219
1981,10,0.0176816799149832
1982,10,0.0167358643422115
1983,10,0.0106753949588786
1984,10,0.0122001132219811
1985,10,0.0138578123577329
1986,10,0.0148659634123104
1987,10,0.0147158449633055
1988,10,0.0204769538426359
1989,10,0.0162077514284343
1990,10,0.0140486938470435
1991,10,0.0123520794500782
1992,10,0.0159326630541496
1993,10,0.0111601532666123
1994,10,0.015134040199704
1995,10,0.0106736278871589
1996,10,0.0166837550853256
1997,10,0.0260987686801418
1998,10,0.0327085542178269
1999,10,0.0362433698625279
2000,10,0.0400935146198929
2001,10,0.0481820185451464
2002,10,0.0529165040179453
2003,10,0.0567218666885593
2004,10,0.0616720630039057
2005,10,0.0524162922793742
2006,10,0.0661286225617828
2007,10,0.0715473256631919
2008,10,0.0551920042134321
2009,10,0.0436666531720027
2010,10,0.038346818339389
2011,10,0.0459739022884286
2012,10,0.0488647375251425
2013,10,0.0480247137016523
2014,10,0.0512480048630869
2015,10,0.0566638605427048
2016,10,0.0497598196675325
2017,10,0.0501524296291583
2018,10,0.0593247026919783
2019,10,0.0528909232880109
2020,10,0.0445531479993648
2021,10,0.0427455619874745
2022,10,0.0426525075030252
2023,10,0.052906553927154
1952,11,9.08255260250158e-05
1953,11,0.000261420204320464
1954,11,0.00179170954315908
1955,11,0.00248989661973076
1956,11,0.00203111215066141
1957,11,0.0013182157275723
1958,11,0.00276917931074804
1959,11,0.00309067711347365
1960,11,0.00227217464224525
1961,11,0.00366258845101345
1962,11,0.00397362067914985
1963,11,0.0050618706237149
1964,11,0.0028009332642791
1965,11,0.00684562769532026
1966,11,0.00789357755156577
1967,11,0.00669598767665405
1968,11,0.0102056866119247
1969,11,0.00931576307141317
1970,11,0.00788966325061823
1971,11,0.0162525748293357
1972,11,0.0160233232900061
1973,11,0.0103928227550914
1974,11,0.0134520303422344
1975,11,0.00817266974291521
1976,11,0.0138492167357629
1977,11,0.00458396547653415
1978,11,0.00538464097475305
1979,11,0.0107924752364186
1980,11,0.0126037466124101
1981,11,0.0171322444540522
1982,11,0.0161329661277966
1983,11,0.0102613217317891
1984,11,0.0117880267172221
1985,11,0.0132735269959219
1986,11,0.014257974708217
1987,11,0.0141081449234148
1988,11,0.0195692538406301
1989,11,0.0155577228421454
1990,11,0.0134773359983224
1991,11,0.0118572653338533
1992,11,0.0153788990406694
1993,11,0.0106736233834482
1994,11,0.0143918847672535
1995,11,0.0101553063806252
1996,11,0.0159272310373462
1997,11,0.0250549017646795
1998,11,0.031293218285843
1999,11,0.0346862916177169
2000,11,0.0382500885981377
2001,11,0.045944675186625
2002,11,0.0503618528248167
2003,11,0.0542055415166571
2004,11,0.0585795298807395
2005,11,0.0498413549165222
2006,11,0.0628498003179481
2007,11,0.0683249205226046
2008,11,0.0523002786261005
2009,11,0.0412587758208669
2010,11,0.0362591661402697
2011,11,0.0433889251354375
2012,11,0.0460876223219853
2013,11,0.0453030707568613
2014,11,0.0480624167592879
2015,11,0.0531583078112198
2016,11,0.0466652587442943
2017,11,0.0469031575108182
2018,11,0.0554891488366982
2019,11,0.0497638759360248
2020,11,0.0419592190363418
2021,11,0.0402831332649592
2022,11,0.0400912011840598
2023,11,0.0499933029309073
1952,12,8.77841040894059e-05
1953,12,0.000253705580757232
1954,12,0.0017365517238471
1955,12,0.00238347973985906
1956,12,0.00194481802938745
1957,12,0.00126408770219535
1958,12,0.00266560527712884
1959,12,0.00295587418902735
1960,12,0.00218325745918625
1961,12,0.00350914688460128
1962,12,0.00388445460272623
1963,12,0.00488444586298592
1964,12,0.00271869128524368
1965,12,0.0066507882050174
1966,12,0.00764378292620209
1967,12,0.00649111708925239
1968,12,0.00995555716747378
1969,12,0.00913931327794761
1970,12,0.00771478134799295
1971,12,0.0160623040792981
1972,12,0.0158101455694717
1973,12,0.0100945996067315
1974,12,0.0130988214177911
1975,12,0.00792786131855604
1976,12,0.0134575232801877
1977,12,0.00440927114629292
1978,12,0.0051963467705436
1979,12,0.0104257684077025
1980,12,0.0122293143907219
1981,12,0.0166625845786151
1982,12,0.0156263095149767
1983,12,0.00991400592929458
1984,12,0.0114426439221794
1985,12,0.0127890788902656
1986,12,0.01374415853177
1987,12,0.0135893099737908
1988,12,0.0188134728717454
1989,12,0.0150342546896109
1990,12,0.0130095530250623
1991,12,0.0114526804417726
1992,12,0.0149201554720887
1993,12,0.0102752886853962
1994,12,0.0137837010003444
1995,12,0.00973409612875424
1996,12,0.0153092589859847
1997,12,0.0242297860157458
1998,12,0.0301561822388968
1999,12,0.0334136472730974
2000,12,0.0367398835906083
2001,12,0.0440803968052161
2002,12,0.0482235901722464
2003,12,0.0520374688880719
2004,12,0.0559212967111657
2005,12,0.0475835311232641
2006,12,0.0598203194538528
2007,12,0.0653331357914093
2008,12,0.0498112092559525
2009,12,0.039230287474585
2010,12,0.0345127854817598
2011,12,0.0412337256558219
2012,12,0.0438130067986194
2013,12,0.0430953355583144
2014,12,0.0454519529382742
2015,12,0.0503159179768162
2016,12,0.0441217934808947
2017,12,0.0441181227371054
2018,12,0.0521554359929535
2019,12,0.0470888632939259
2020,12,0.0397081170832044
2021,12,0.0381793002902597
2022,12,0.0379173153606377
2023,12,0.0474985188513846
1952,13,8.53797813369764e-05
1953,13,0.00024743229124796
1954,13,0.00169157078729492
1955,13,0.00229169470620588
1956,13,0.00186913136048466
1957,13,0.00121912403752902
1958,13,0.00257868281356121
1959,13,0.0028411257420715
1960,13,0.00210672967536158
1961,13,0.00337685229806033
1962,13,0.00381286691595326
1963,13,0.00473934742313358
1964,13,0.00265251078186063
1965,13,0.00649689081896359
1966,13,0.00743894038162111
1967,13,0.00631859202633675
1968,13,0.00975424920472554
1969,13,0.00898557248148104
1970,13,0.00756869233743014
1971,13,0.015885919611922
1972,13,0.0156203954457597
1973,13,0.00985361349896272
1974,13,0.0128084896221345
1975,13,0.00772194076075783
1976,13,0.0131324110287631
1977,13,0.00426010113611346
1978,13,0.00504493968776383
1979,13,0.0101174815046436
1980,13,0.0119107504699331
1981,13,0.0162536352086677
1982,13,0.0152009807716983
1983,13,0.00962208926584753
1984,13,0.0111501613317073
1985,13,0.0123879857156933
1986,13,0.0133038764427522
1987,13,0.0131513687751134
1988,13,0.0181689177853911
1989,13,0.0146065598347862
1990,13,0.0126209104424895
1991,13,0.0111193523148841
1992,13,0.0145402808588648
1993,13,0.00995198311811583
1994,13,0.0132738607515247
1995,13,0.0093856102047972
1996,13,0.0148055840374466
1997,13,0.0235511269603997
1998,13,0.029233443154261
1999,13,0.0323837289894744
2000,13,0.0354903647441538
2001,13,0.0425114988723215
2002,13,0.0464206116835312
2003,13,0.050157652044857
2004,13,0.053616254475239
2005,13,0.0456048119929224
2006,13,0.0570752183697092
2007,13,0.062493568732659
2008,13,0.0475586122479666
2009,13,0.0374857696559826
2010,13,0.0330118854229926
2011,13,0.0394172378797787
2012,13,0.0418887763696716
2013,13,0.0412733916010749
2014,13,0.043322005174914
2015,13,0.0479610280353717
2016,13,0.0420209061533089
2017,13,0.041818193769274
2018,13,0.0492251703294063
2019,13,0.0447338805700363
2020,13,0.0377211322155212
2021,13,0.0363376087603294
2022,13,0.0360548031188183
2023,13,0.0453478112377488
1952,14,8.35956594881965e-05
1953,14,0.000242757091525713
1954,14,0.00165395854103186
1955,14,0.00221208338283813
1956,14,0.00180266203943833
1957,14,0.00118129047505917
1958,14,0.00250474295318982
1959,14,0.00274225248750321
1960,14,0.00204085132334114
1961,14,0.00326159118672154
1962,14,0.00375427339445413
1963,14,0.00461826912353869
1964,14,0.00259832055175911
1965,14,0.00637199994481913
1966,14,0.00726802259039476
1967,14,0.0061712493807901
1968,14,0.00958754785227928
1969,14,0.00884980238849136
1970,14,0.00744497729993449
1971,14,0.0157217845232756
1972,14,0.0154491001829658
1973,14,0.00965488037579557
1974,14,0.0125669161808329
1975,14,0.00754578298287568
1976,14,0.0128518332982596
1977,14,0.00413042541328863
1978,14,0.00491976735191041
1979,14,0.00985063460614915
1980,14,0.0116385361984713
1981,14,0.0158908211672193
1982,14,0.0148344332047491
1983,14,0.00937543496289412
1984,14,0.010899561517082
1985,14,0.0120482830377498
1986,14,0.0129243985453185
1987,14,0.0127717535203074
1988,14,0.0176205783931698
1989,14,0.014236383428201
1990,14,0.0122905618057626
1991,14,0.0108383725227005
1992,14,0.0142202471296399
1993,14,0.00968656217723907
1994,14,0.0128435072683956
1995,14,0.00908722410228157
1996,14,0.0143830300535207
1997,14,0.0229917883780808
1998,14,0.028450665085622
1999,14,0.0315293269142566
2000,14,0.0344540961750284
2001,14,0.041173661721809
2002,14,0.0448780346589303
2003,14,0.0485096704916054
2004,14,0.0515967319392701
2005,14,0.0438559983968112
2006,14,0.0546073634466542
2007,14,0.0598712866313815
2008,14,0.0454658712687255
2009,14,0.0359075793649291
2010,14,0.031694045768852
2011,14,0.0378330661796743
2012,14,0.0402432332060235
2013,14,0.0397114760556545
2014,14,0.0415478563715697
2015,14,0.0460267350251198
2016,14,0.0402506997715638
2017,14,0.0398809138386235
2018,14,0.0467770051633776
2019,14,0.0426431028973217
2020,14,0.0359055400427311
2021,14,0.0346957106859906
2022,14,0.0344111558211447
2023,14,0.0434783282007211
1952,15,8.19331578566637e-05
1953,15,0.000238852303308108
1954,15,0.0016227518371104
1955,15,0.00214205567644995
1956,15,0.00174335101004346
1957,15,0.0011488124733945
1958,15,0.00244150400181463
1959,15,0.00265597449240074
1960,15,0.00198283084592487
1961,15,0.00316016971390364
1962,15,0.0037058094815322
1963,15,0.00451644817837186
1964,15,0.00255336745585211
1965,15,0.00627068198840546
1966,15,0.00712471701433387
1967,15,0.0060451550516302
1968,15,0.00944877227844911
1969,15,0.0087295778338202
1970,15,0.00734012366599552
1971,15,0.0155720774137551
1972,15,0.0152950790569862
1973,15,0.0094888875000856
1974,15,0.01236580596237
1975,15,0.00739473669457744
1976,15,0.0126104215326349
1977,15,0.00401615862681066
1978,15,0.00481744514819175
1979,15,0.00961842432400086
1980,15,0.0114005956757755
1981,15,0.0155690682646865
1982,15,0.0145124753637951
1983,15,0.00916312213073332
1984,15,0.0106864722158449
1985,15,0.0117612788831715
1986,15,0.0125944422311701
1987,15,0.0124437708046372
1988,15,0.017143825008446
1989,15,0.0139259456818092
1990,15,0.0120004842619112
1991,15,0.0105980038686226
1992,15,0.0139467319326953
1993,15,0.00946706560810456
1994,15,0.0124782911329372
1995,15,0.00883277073680096
1996,15,0.0140170052313688
1997,15,0.02252481616454
1998,15,0.0277941899957174
1999,15,0.0307987451856859
2000,15,0.033580859129299
2001,15,0.0400384904153521
2002,15,0.043555990242536
2003,15,0.0470668990542968
2004,15,0.0498170868207727
2005,15,0.0423079763729037
2006,15,0.0523910379246551
2007,15,0.0574814797986422
2008,15,0.0435573316047524
2009,15,0.0344496890431554
2010,15,0.03049418340653
2011,15,0.0364308180371485
2012,15,0.0387946611269692
2013,15,0.0383696314156326
2014,15,0.0400177489580507
2015,15,0.0444162686481889
2016,15,0.0387692980552902
2017,15,0.0382328659827136
2018,15,0.0447153014529418
2019,15,0.0408738289925482
2020,15,0.0342441024430861
2021,15,0.0331860408012398
2022,15,0.0329432762614587
2023,15,0.041813671624918
1952,16,8.04188833943726e-05
1953,16,0.000235440309691647
1954,16,0.00159515118439209
1955,16,0.00207986524283561
1956,16,0.00169034355727229
1957,16,0.00112007208467402
1958,16,0.00238563400568923
1959,16,0.00257963539945758
1960,16,0.00193130823802209
1961,16,0.00306985816837745
1962,16,0.00366375290384061
1963,16,0.00442806011839537
1964,16,0.00251477281699477
1965,16,0.00618440531234577
1966,16,0.00700019044930127
1967,16,0.00593398555928126
1968,16,0.00933061497292194
1969,16,0.00862151096219614
1970,16,0.00724725318644131
1971,16,0.0154318429097618
1972,16,0.0151545168659196
1973,16,0.00934609727175699
1974,16,0.0121914112599134
1975,16,0.00726189141500497
1976,16,0.0123968248130042
1977,16,0.00391435686621832
1978,16,0.00472923169242788
1979,16,0.00941336110092138
1980,16,0.0111882471898525
1981,16,0.0152747553024223
1982,16,0.0142284946232062
1983,16,0.00897392628816795
1984,16,0.0104967703303809
1985,16,0.0115173721413608
1986,16,0.0123034473483694
1987,16,0.0121541124614136
1988,16,0.0167270506020145
1989,16,0.0136511893187283
1990,16,0.0117480638790361
1991,16,0.0103811852006017
1992,16,0.0137068044376544
1993,16,0.00928093719617798
1994,16,0.0121653368743147
1995,16,0.00861399512207656
1996,16,0.0137014312362896
1997,16,0.0221090779206599
1998,16,0.0272271772156718
1999,16,0.030173490235372
2000,16,0.0328212067315656
2001,16,0.0390511360134267
2002,16,0.0424205543682529
2003,16,0.0458032437165311
2004,16,0.0482504948993209
2005,16,0.0409300838030141
2006,16,0.0503998781811029
2007,16,0.0553161874932391
2008,16,0.0418327053789827
2009,16,0.0331152184286111
2010,16,0.0293772274915743
2011,16,0.0351287742350838
2012,16,0.037495746135117
2013,16,0.0371734505823042
2014,16,0.0386896359540687
2015,16,0.043014357905813
2016,16,0.0375075702908329
2017,16,0.0368234278621289
2018,16,0.0429518560115522
2019,16,0.0393475859353115
2020,16,0.0328328514202683
2021,16,0.0317990227277957
2022,16,0.0315908913521006
2023,16,0.0403183355741647
1952,17,7.91141178181913e-05
1953,17,0.000232231648760902
1954,17,0.00157008937088015
1955,17,0.0020236875047382
1956,17,0.00164253481852907
1957,17,0.00109426703166028
1958,17,0.0023350920152194
1959,17,0.00251122796586791
1960,17,0.00188468911237754
1961,17,0.00298830405351516
1962,17,0.00362527750233016
1963,17,0.0043484041160163
1964,17,0.00248006270188989
1965,17,0.00610577787207934
1966,17,0.00688727440495597
1967,17,0.0058327206095657
1968,17,0.00922143151072426
1969,17,0.0085206645554469
1970,17,0.00716083647741949
1971,17,0.0152957421974423
1972,17,0.0150203527657438
1973,17,0.00921591759642121
1974,17,0.0120298694637596
1975,17,0.00713965500262407
1976,17,0.0122001001781674
1977,17,0.00382116965747072
1978,17,0.00464840773573718
1979,17,0.00922361040576972
1980,17,0.0109934394389303
1981,17,0.0150019262365911
1982,17,0.0139652627057769
1983,17,0.00880281178359746
1984,17,0.0103193621143755
1985,17,0.0112962578456567
1986,17,0.0120407314297809
1987,17,0.0118921289913771
1988,17,0.0163487044532797
1989,17,0.0134015614211469
1990,17,0.011515986171115
1991,17,0.0101859779234844
1992,17,0.0134787134224046
1993,17,0.00911291872765274
1994,17,0.011883172492325
1995,17,0.00841816009125015
1996,17,0.0134196445565531
1997,17,0.0217327394027746
1998,17,0.0266960200321622
1999,17,0.0296039411551787
2000,17,0.0321400184965099
2001,17,0.0381544069877208
2002,17,0.04139892493848
2003,17,0.0446738461458802
2004,17,0.0468534292498332
2005,17,0.0396925576105594
2006,17,0.0485917767389023
2007,17,0.0533492086499132
2008,17,0.0402673221052182
2009,17,0.0318975457339165
2010,17,0.0283376453981941
2011,17,0.0338860116652798
2012,17,0.0362652059793465
2013,17,0.0360787394898207
2014,17,0.0374855516106459
2015,17,0.0417821231102255
2016,17,0.0363767915131077
2017,17,0.035584968964095
2018,17,0.0414291947629248
2019,17,0.0380006451538124
2020,17,0.0316248065551279
2021,17,0.030606683173064
2022,17,0.0303373921134732
2023,17,0.0389234062783768
1952,18,7.79401138460549e-05
1953,18,0.00022930662588166
1954,18,0.00154650909212248
1955,18,0.00197288965706522
1956,18,0.00159909955122783
1957,18,0.00107039459113475
1958,18,0.00228881112909844
1959,18,0.00244915753323582
1960,18,0.00184251560062296
1961,18,0.00291400481471905
1962,18,0.00358906616097649
1963,18,0.00427502442750516
1964,18,0.00244781138434756
1965,18,0.00603138873869166
1966,18,0.0067820081461175
1967,18,0.00573890159077612
1968,18,0.00911725609155411
1969,18,0.00842519256378639
1970,18,0.0070795535881164
1971,18,0.0151638016205152
1972,18,0.0148901326051636
1973,18,0.00909336296026273
1974,18,0.0118789813933084
1975,18,0.00702572933601411
1976,18,0.0120149585449535
1977,18,0.00373531227298457
1978,18,0.00457318753958932
1979,18,0.0090470652600346
1980,18,0.0108087413470218
1981,18,0.0147460121935166
1982,18,0.0137196216304478
1983,18,0.00864237518328245
1984,18,0.0101546774520589
1985,18,0.0110875962573341
1986,18,0.0117969493478566
1987,18,0.0116529609191741
1988,18,0.016001720363889
1989,18,0.0131690453991255
1990,18,0.011302126759964
1991,18,0.0100019587194831
1992,18,0.0132684945563546
1993,18,0.00895001356474865
1994,18,0.0116222177529041
1995,18,0.00823809415773871
1996,18,0.0131634719299032
1997,18,0.0213909307510289
1998,18,0.026205725715095
1999,18,0.029060625521769
2000,18,0.0315092513323384
2001,18,0.037338397793179
2002,18,0.0404587774349376
2003,18,0.0436389184131896
2004,18,0.0455982975990818
2005,18,0.0385814585306736
2006,18,0.04696504731658
2007,18,0.0515533553310398
2008,18,0.0388445024151432
2009,18,0.030784340599844
2010,18,0.0273822593221825
2011,18,0.0327180445023852
2012,18,0.0350784911129834
2013,18,0.0350260879068039
2014,18,0.0363750944499353
2015,18,0.0406568578512825
2016,18,0.0353568317068381
2017,18,0.0344542585614425
2018,18,0.0400940189082964
2019,18,0.0368075145893139
2020,18,0.0305735158446148
2021,18,0.0295751153599771
2022,18,0.0292484140471557
2023,18,0.0376295476812654
1952,19,7.22572333166781e-05
1953,19,0.000215501987690913
1954,19,0.00144911503570771
1955,19,0.00179583854789876
1956,19,0.00145079631757198
1957,19,0.00098055544282392
1958,19,0.00211399149668212
1959,19,0.00222998681283653
1960,19,0.00169068235991768
1961,19,0.00265313774489501
1962,19,0.00343233894222635
1963,19,0.00399071050944075
1964,19,0.00231669297865966
1965,19,0.00570789133282786
1966,19,0.0063601466745791
1967,19,0.00537950374423259
1968,19,0.00866050946383346
1969,19,0.00802775344100279
1970,19,0.00673141072297896
1971,19,0.0145739425181389
1972,19,0.0143225737054919
1973,19,0.00858288584071523
1974,19,0.0112477882813768
1975,19,0.00657876773603839
1976,19,0.0112799678556192
1977,19,0.00342207235920303
1978,19,0.00426872116756109
1979,19,0.0083732472263666
1980,19,0.0100775502048387
1981,19,0.0137446247551669
1982,19,0.0127666373342735
1983,19,0.00802454848490357
1984,19,0.00948808211688212
1985,19,0.0102790905096076
1986,19,0.0108822716069776
1987,19,0.0107555541092385
1988,19,0.0147213371731503
1989,19,0.0123009918699008
1990,19,0.0105165405782097
1991,19,0.0093112684368825
1992,19,0.0124464604947423
1993,19,0.00832892194456659
1994,19,0.0106292296097812
1995,19,0.00754491326833291
1996,19,0.0121537197919831
1997,19,0.02003697084844
1998,19,0.0243672207617112
1999,19,0.0270261120128233
2000,19,0.0291204963395743
2001,19,0.0343217516843157
2002,19,0.0370401673593555
2003,19,0.0399839187858461
2004,19,0.0412446559522703
2005,19,0.0348205200993424
2006,19,0.0417023686933244
2007,19,0.045885893510164
2008,19,0.0343592207506605
2009,19,0.0274407322506661
2010,19,0.024355718613406
2011,19,0.0289561991360092
2012,19,0.0310561645701205
2013,19,0.0311887188827881
2014,19,0.0320154542746383
2015,19,0.0359191418985377
2016,19,0.031249193811814
2017,19,0.0301618222705951
2018,19,0.0348114308287386
2019,19,0.032108688756979
2020,19,0.0271810786016432
2021,19,0.0262116452517562
2022,19,0.0256825961015934
2023,19,0.0334466633758627
